No.,storeNumber,countryCode,ownershipTypeCode,latitude,longitude,address,city,countrySubdivisionCode,postalCode,windowsTimeZoneId,GMT,GMT_region,Mon_open,Mon_close,Tue_open,Tue_close,Wed_open,Wed_close,Thu_open,Thu_close,Fri_open,Fri_close,Sat_open,Sat_close,Sun_open,Sun_close
11344,76327-96267,US,LS,38.215452,-85.594947,4640 Taylorsville Rd,louisville,KY,402203588,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
11345,2633-61900,US,CO,38.214389,-85.591411,9036 Taylorsville Road|Stoneybrook Shopping Center,jeffersontown,KY,402991750,Eastern Standard Time,GMT-05:00,America/New_York,05:30,20:30,05:30,20:30,05:30,19:00,05:30,20:30,05:30,20:30,05:30,20:30,06:30,20:30
11346,11510-105261,US,CO,38.226644,-85.577178,1321 S. Hurstborne Pkwy,louisville,KY,402225707,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:00,05:30,21:00,05:30,19:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00
11347,25993-74181,US,LS,38.213482,-85.588583,9080 Taylorsville,louisville,KY,402991750,Eastern Standard Time,GMT-05:00,America/New_York,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
11348,20789-208084,US,LS,38.199884,-85.670239,3600 Mall Road,louisville,KY,40218,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
11349,2487-17855,US,CO,38.240012,-85.724385,972 Baxter Avenue|Baxter Station,louisville,KY,402042064,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:00,05:30,21:00,05:30,19:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00
11350,47272-74167,US,LS,38.305615,-85.575462,9440 Brownsboro Rd,louisville,KY,40241,Eastern Standard Time,GMT-05:00,America/New_York,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
11351,2562-39140,US,CO,38.308078,-85.576444,4001 Summit Plaza Dr|Ste G15,louisville,KY,402418103,Eastern Standard Time,GMT-05:00,America/New_York,05:30,20:00,05:30,20:00,05:30,19:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00
11352,48839-263350,US,LS,38.248473,-85.749092,555 Floyd Street,louisville,KY,40202,Eastern Standard Time,GMT-05:00,America/New_York,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,Closed,Closed,Closed,Closed
11353,2464-226344,US,CO,38.340155,-85.619488,9205 US Highway 42,prospect,KY,40059,Eastern Standard Time,GMT-05:00,America/New_York,05:30,20:00,05:30,20:00,05:30,19:00,05:30,20:00,05:30,20:00,06:00,20:00,06:00,20:00
11354,58694-292792,US,CO,38.279045,-85.746517,901 Gateway Drive,jeffersonville,IN,471303640,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:00,05:30,21:00,05:30,19:00,05:30,21:00,05:30,21:30,06:00,21:30,06:00,21:00
11355,75811-91587,US,LS,38.25349,-85.754921,280 W Jefferson St,louisville,KY,402021432,Eastern Standard Time,GMT-05:00,America/New_York,06:30,13:00,06:30,13:00,06:30,13:00,06:30,13:00,06:30,13:00,06:30,13:00,06:30,13:00
11356,52426-281186,US,LS,38.330712,-85.709344,1027 Jeffersonville Commons,jeffersonville,IN,47130,Eastern Standard Time,GMT-05:00,America/New_York,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
11357,52017-277725,US,LS,38.253289,-85.756918,311 S 4th street,louisville,KY,40222,Eastern Standard Time,GMT-05:00,America/New_York,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00
11358,51556-263105,US,LS,38.217387,-85.755013,2100 S. Floyd Street,louisville,KY,40292,Eastern Standard Time,GMT-05:00,America/New_York,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,Closed,Closed,Closed,Closed
11359,48711-263106,US,LS,38.216763,-85.760684,2301 S. 3rd Street,louisville,KY,40208,Eastern Standard Time,GMT-05:00,America/New_York,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,18:00,10:00,17:00,12:00,20:00
11360,47242-256984,US,LS,38.185691,-85.741456,600 Terminal Dr,louisville,KY,402099129,Eastern Standard Time,GMT-05:00,America/New_York,05:00,13:00,05:00,13:00,05:00,13:00,05:00,13:00,05:00,13:00,05:00,13:00,05:00,13:00
11361,47238-256766,US,LS,38.183771,-85.740595,600 Terminal Dr,louisville,KY,402099129,Eastern Standard Time,GMT-05:00,America/New_York,04:45,18:00,04:45,18:00,04:45,18:00,04:45,18:00,04:45,18:00,04:45,18:00,04:45,18:00
11362,49736-253428,US,LS,38.202626,-85.761469,3165 SOUTH SECOND ST,louisville,KY,40208,Eastern Standard Time,GMT-05:00,America/New_York,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
11363,11181-100305,US,CO,38.204425,-85.763717,3103 S. Third Street,louisville,KY,402141707,Eastern Standard Time,GMT-05:00,America/New_York,05:00,21:00,05:00,21:00,05:00,19:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,21:00
11364,76452-97606,US,LS,38.3096,-85.7661,1125 Veterans Pkwy,clarksville,IN,471292371,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
11365,28174-249504,US,CO,38.328672,-85.760424,1231 Veterans Parkway,clarksville,IN,471292400,US Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:00,05:30,19:00,05:30,19:00,05:30,21:00,05:30,21:00,06:00,21:00,06:00,21:00
11366,79287-99892,US,LS,38.305482,-85.838196,200 New Albany Plaza,new albany,IN,471504658,Eastern Standard Time,GMT-05:00,America/New_York,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
11367,19563-193164,US,CO,38.307283,-85.841363,2220 State Street,new albany,IN,471504925,Eastern Standard Time,GMT-05:00,America/New_York,05:00,21:00,05:00,21:00,05:00,19:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
11368,29013-248850,US,LS,38.167645,-85.82614,4915 Dixie Highway,louisville,KY,40216,Eastern Standard Time,GMT-05:00,America/New_York,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
11369,10509-101064,US,CO,38.15182,-85.835959,6731 Dixie Highway|Dixie Manor Shopping Center,louisville,KY,402583911,Eastern Standard Time,GMT-05:00,America/New_York,05:00,21:00,05:00,21:00,05:00,19:00,05:00,21:00,05:00,21:00,05:30,21:00,05:30,21:00
11370,27627-247806,US,CO,37.992063,-85.706401,174 Keystone Crossing Drive,shepherdsville,KY,401656005,Eastern Standard Time,GMT-05:00,America/New_York,04:30,22:30,04:30,22:30,04:30,19:00,04:30,22:30,04:30,22:30,04:30,22:30,04:30,22:30
11371,59499-293586,US,LS,37.894126,-85.947006,127 Gold Vault Rd.,fort knox,KY,40121,Eastern Standard Time,GMT-05:00,America/New_York,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,08:00,17:00,08:00,17:00
11372,24578-237274,US,LS,37.828518,-85.464654,102 W John Rowan Blvd,bardstown,KY,40004,Eastern Standard Time,GMT-05:00,America/New_York,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
11373,3568-106014,US,LS,37.867831,-85.944468,75 Estrada Ave|BLDG 9000,fort knox,KY,40121,Eastern Standard Time,GMT-05:00,America/New_York,06:00,14:00,06:00,14:00,06:00,14:00,06:00,14:00,06:00,14:00,Closed,Closed,Closed,Closed
11374,13447-106922,US,CO,30.40204,-88.976614,2404 Pass Rd,biloxi,MS,395312123,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,18:30,05:00,21:00,05:00,21:00,05:30,21:00,05:30,21:00
11375,13498-103959,US,CO,30.437321,-89.096521,15299 Crossroads Pkwy|Suite 100,gulfport,MS,395033570,Central Standard Time,GMT-06:00,America/Chicago,04:30,21:00,04:30,21:00,04:30,18:30,04:30,21:00,04:30,21:30,05:00,21:30,05:00,21:30
11376,13531-106377,US,CO,42.237164,-83.680869,3650 Carpenter Rd.,pittsfield,MI,48104,Eastern Standard Time,GMT-05:00,America/Detroit,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00
11377,18954-194328,US,LS,42.235101,-83.680173,3749 Carpenter Rd.,ypsilanti,MI,48197,Eastern Standard Time,GMT-05:00,America/Detroit,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
11378,11966-104629,US,CO,42.252215,-83.669009,4585 Washtenaw Ave|Glencoe Crossing Shopping Center,ann arbor,MI,481081278,Eastern Standard Time,GMT-05:00,America/Detroit,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,06:00,21:00,06:00,21:00
11379,2342-93979,US,CO,42.255688,-83.68804,3601  Washtenaw  Ave.|Arborland Shopping Center,ann arbor,MI,481045277,Eastern Standard Time,GMT-05:00,America/Detroit,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,20:00
11380,75450-68161,US,LS,42.25193,-83.627233,900 Oakwood St,ypsilanti,MI,481976229,Eastern Standard Time,GMT-05:00,America/Detroit,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00,07:30,14:00,Closed,Closed,Closed,Closed
11381,73911-108420,US,LS,42.211772,-83.620756,2010 Whitaker Road,ypsilanti,MI,481978238,Eastern Standard Time,GMT-05:00,America/Detroit,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
11382,72814-74188,US,LS,42.35726,-83.481494,44525 Ann Arbor Rd W,plymouth,MI,481703907,Eastern Standard Time,GMT-05:00,America/Detroit,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
11383,2653-63043,US,CO,42.369708,-83.469887,803 W Ann Arbor Tr.|Mayflower Center,plymouth,MI,481701601,Eastern Standard Time,GMT-05:00,America/Detroit,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,21:00,06:30,21:00,06:30,20:00
11384,29008-250878,US,LS,42.435359,-83.483937,425 N Center,northville,MI,48167,Eastern Standard Time,GMT-05:00,America/Detroit,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
11385,2398-10567,US,CO,42.432969,-83.434012,20055 Haggerty Road|North Ridge Grove Retail Center,northville,MI,481673958,Eastern Standard Time,GMT-05:00,America/Detroit,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,06:00,21:00,06:00,21:00
11386,52043-279286,US,LS,42.434549,-83.431074,20100 Haggerty Rd,livonia,MI,48152,Eastern Standard Time,GMT-05:00,America/Detroit,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
11387,2278-1571,US,CO,42.493875,-83.47684,27795-B Novi Road|Space F-102|West Oaks II,novi,MI,483773462,Eastern Standard Time,GMT-05:00,America/Detroit,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00
11388,75470-106739,US,LS,42.491963,-83.471092,27550 Novi Road,novi,MI,483773418,Eastern Standard Time,GMT-05:00,America/Detroit,11:00,18:00,11:00,18:00,11:00,18:00,11:00,18:00,11:00,19:00,11:00,19:00,11:00,18:00
11389,224-119704,US,CO,42.0865,-87.700335,1515 North Sheridan|Building 4,wilmette,IL,600911822,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
11390,10453-101024,US,CO,42.077499,-87.71025,739 Green Bay Road,wilmette,IL,600912518,Central Standard Time,GMT-06:00,America/Chicago,05:00,19:30,05:00,19:30,05:00,19:30,05:00,19:30,05:00,19:30,05:00,19:30,05:00,19:30
11391,255-1470,US,CO,42.064215,-87.702686,2114 Central St,evanston,IL,602015812,Central Standard Time,GMT-06:00,America/Chicago,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
11392,8667-86920,US,CO,42.064302,-87.726825,3330 Central St.|Suite #1,evanston,IL,602011108,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
11393,275-1487,US,CO,42.106926,-87.735344,566 Chestnut St|Space 3-4,winnetka,IL,600932228,Central Standard Time,GMT-06:00,America/Chicago,04:30,18:00,04:30,18:00,04:30,18:00,04:30,18:00,04:30,18:00,04:30,18:00,04:30,18:00
11394,75418-102336,US,LS,42.053318,-87.67289,1999 S Campus Dr,evanston,IL,602082500,Central Standard Time,GMT-06:00,America/Chicago,08:30,22:00,08:30,22:00,08:30,22:00,08:30,22:00,08:30,21:00,08:30,21:00,10:00,22:00
11395,243-189444,US,CO,42.049658,-87.682029,1734 Sherman Avenue.,evanston,IL,602013713,Central Standard Time,GMT-06:00,America/Chicago,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:30,21:00
11396,2246-397,US,CO,42.081184,-87.75657,3232 LAKE AVE.|#8|Edens Plaza Shopping Center,wilmette,IL,600911073,Central Standard Time,GMT-06:00,America/Chicago,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,18:30,05:00,18:30
11397,2260-1298,US,CO,42.060717,-87.749031,4999 Old Orchard Center|Space E-46,skokie,IL,60077,Central Standard Time,GMT-06:00,America/Chicago,07:00,20:30,09:00,17:00,09:00,17:00,09:00,16:30,09:00,19:30,09:00,19:30,09:00,18:30
11398,23091-227464,US,CO,42.04136,-87.699549,1901 Dempster St,evanston,IL,602014069,Central Standard Time,GMT-06:00,America/Chicago,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,18:00,05:00,18:00
11399,10452-101025,US,CO,42.079803,-87.762642,3520 Lake Ave.,wilmette,IL,600911064,Central Standard Time,GMT-06:00,America/Chicago,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:30,19:00,05:30,19:00
11400,11497-105610,US,CO,42.041004,-87.730973,4116 Dempster St,skokie,IL,600762101,Central Standard Time,GMT-06:00,America/Chicago,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,06:00,21:00,06:00,21:00
11401,256-1483,US,CO,42.101759,-87.770338,1801 Willow Rd,northfield,IL,600933469,Central Standard Time,GMT-06:00,America/Chicago,05:00,18:00,05:00,18:00,05:00,18:00,05:00,18:00,05:00,18:00,05:00,18:00,07:00,14:00
11402,2444-20719,US,CO,42.034122,-87.678856,519 Main Street,evanston,IL,602021814,Central Standard Time,GMT-06:00,America/Chicago,06:00,14:30,06:00,14:30,06:00,14:30,06:00,14:30,06:00,14:30,06:00,13:00,06:00,13:00
11403,2711-83397,US,CO,42.040497,-87.751886,5001 W. Dempster St.,skokie,IL,600771842,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,Closed,Closed,Closed,Closed,Closed,Closed,Closed,Closed,Closed,Closed,Closed,Closed
11404,210-1401,US,CO,42.134377,-87.759558,347 Park Ave,glencoe,IL,600221525,Central Standard Time,GMT-06:00,America/Chicago,05:00,17:00,05:00,17:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,06:00,19:00
11405,76373-96998,US,LS,42.019454,-87.685042,2209 W Howard St,evanston,IL,602023636,Central Standard Time,GMT-06:00,America/Chicago,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
11406,23952-232509,US,LS,42.018383,-87.673878,1763 W Howard,chicago,IL,60626,Central Standard Time,GMT-06:00,America/Chicago,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
11407,2239-950,US,CO,42.080407,-87.798095,1401-C Waukegan Road|Glen Oak Plaza,glenview,IL,600252160,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,18:00,07:00,14:00,05:00,20:00,07:00,14:00,05:30,19:30
11408,9559-233124,US,CO,42.013058,-87.71209,3312 W Touhy Ave,skokie,IL,600767200,Central Standard Time,GMT-06:00,America/Chicago,06:00,17:00,05:30,15:00,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,06:00,18:00
11409,23955-230846,US,LS,42.100552,-87.798661,2502 N Waukegan Rd,glenview,IL,60025,Central Standard Time,GMT-06:00,America/Chicago,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
11410,2222-242608,US,CO,42.012174,-87.736537,4320 W Touhy Ave,lincolnwood,IL,60712,Central Standard Time,GMT-06:00,America/Chicago,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00
11411,2237-267147,US,CO,42.04047,-87.797211,6801 Dempster Street,morton grove,IL,60053,Central Standard Time,GMT-06:00,America/Chicago,04:30,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
11412,29492-253827,US,CO,42.011603,-87.757908,5211 W Touhy,skokie,IL,600773245,Central Standard Time,GMT-06:00,America/Chicago,05:30,21:00,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,05:30,21:00,05:30,21:00
11413,2428-18819,US,CO,42.004658,-87.661197,6738 North Sheridan Avenue,chicago,IL,606264405,Central Standard Time,GMT-06:00,America/Chicago,06:00,19:30,06:00,19:30,06:00,19:30,06:00,19:30,06:00,19:30,06:00,19:30,06:00,19:30
11414,72197-19919,US,LS,42.07929,-87.817145,1340 Patriot Blvd.,glenview,IL,600267777,Central Standard Time,GMT-06:00,America/Chicago,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
11415,56952-290369,US,LS,41.999428,-87.660708,6418 N. Sheridan Rd.,chicago,IL,60626,Central Standard Time,GMT-06:00,America/Chicago,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,08:00,20:00,07:00,20:00
11416,2683-72626,US,CO,42.089342,-87.824297,1895 Tower Drive|The Glen,glenview,IL,600267783,Central Standard Time,GMT-06:00,America/Chicago,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00
11417,19283-182806,US,CO,41.997898,-87.660865,6350 North Broadway,chicago,IL,606601402,Central Standard Time,GMT-06:00,America/Chicago,05:00,15:00,05:00,15:00,05:00,15:00,05:00,15:00,05:00,15:00,05:00,15:00,05:00,15:00
11418,2929-85123,US,CO,41.99287,-87.711001,6075 N. Lincoln Ave.,chicago,IL,606592435,Central Standard Time,GMT-06:00,America/Chicago,05:30,17:00,05:30,17:00,05:30,17:00,05:30,17:00,05:30,17:00,06:00,17:00,06:00,17:00
11419,17743-168006,US,CO,41.992576,-87.690159,6108 North Western Avenue,chicago,IL,606592816,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,06:00,21:00,06:00,21:00
11420,76220-90361,US,LS,42.012697,-87.780421,6150 W Touhy Ave,niles,IL,607144621,Central Standard Time,GMT-06:00,America/Chicago,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
11421,76604-95684,US,LS,41.990918,-87.683373,2112 W Peterson Ave,chicago,IL,606594277,Central Standard Time,GMT-06:00,America/Chicago,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
11422,47361-257925,US,CO,41.989935,-87.670941,5964 N. Ridge Avenue,chicago,IL,606603211,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:30,20:00,05:30,20:00
11423,2252-1223,US,CO,41.989859,-87.733873,4159 W. Peterson,chicago,IL,606466002,Central Standard Time,GMT-06:00,America/Chicago,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,06:00,20:00,06:00,20:00
11424,15752-162106,US,CO,42.011772,-87.800564,7161 North Milwaukee Avenue,niles,IL,607144424,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
11425,2623-62739,US,CO,42.053101,-87.836073,9483 N. Milwaukee Ave.|Four Flaggs Shopping Center,niles,IL,607141209,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,06:00,21:00
11426,2445-20980,US,CO,41.983818,-87.657811,1070 W. Bryn Mawr Ave.,chicago,IL,606604630,Central Standard Time,GMT-06:00,America/Chicago,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,06:00,19:00,06:00,19:00
11427,60652-291125,US,LS,42.052345,-87.839687,239 Golf Mill Ctr,niles,IL,607141237,Central Standard Time,GMT-06:00,America/Chicago,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
11428,13522-106970,US,CO,41.975849,-87.710122,3232 W Foster Avenue,chicago,IL,606254828,Central Standard Time,GMT-06:00,America/Chicago,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
11429,2310-1856,US,CO,41.978141,-87.668545,5300 N Clark Street,chicago,IL,606402114,Central Standard Time,GMT-06:00,America/Chicago,05:30,20:00,05:30,20:00,05:30,21:00,05:30,21:00,05:30,21:00,06:00,21:00,06:00,20:00
11430,62850-297367,US,CO,41.977626,-87.660421,5244 N Broadway St,chicago,IL,60640,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
11431,63032-291017,US,LS,41.975001,-87.744185,4631 W Foster Avenue,chicago,IL,60630,Central Standard Time,GMT-06:00,America/Chicago,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,07:00,21:00
11432,58413-285623,US,CO,41.974962,-87.745392,4715 W. Foster Avenue,chicago,IL,60630,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,22:00,05:30,22:00,05:30,21:00
11433,53771-279230,US,LS,41.969108,-87.675085,1800 W Lawrence Ave,chicago,IL,60640,Central Standard Time,GMT-06:00,America/Chicago,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11434,13439-107188,US,CO,41.968967,-87.729033,4830 N. Pulaski Rd.|Suite A,chicago,IL,606302844,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
11435,16249-162125,US,CO,38.444692,-90.374671,3884 State Route 141,arnold,MO,630101404,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,21:00
11436,18830-191525,US,CO,29.95302,-90.069416,700 Canal St.,new orleans,LA,70119,Central Standard Time,GMT-06:00,America/Chicago,06:00,16:00,06:00,16:00,06:00,16:00,06:00,16:00,06:00,16:00,06:00,16:00,06:00,16:00
11437,27890-247967,US,CO,29.949754,-90.069883,601 Poydras Street,new orleans,LA,701306029,Central Standard Time,GMT-06:00,America/Chicago,05:00,12:30,05:00,12:30,05:00,12:30,05:00,12:30,05:00,12:30,05:00,12:30,05:00,12:30
11438,72117-3469,US,LS,29.952028,-90.067907,500 Canal Street,new orleans,LA,701302306,Central Standard Time,GMT-06:00,America/Chicago,06:00,13:00,06:00,13:00,06:00,13:00,06:00,13:00,06:00,13:00,06:00,13:00,06:00,13:00
11439,75209-87726,US,LS,29.950072,-90.065403,8 Canal St,new orleans,LA,701301601,Central Standard Time,GMT-06:00,America/Chicago,07:00,12:00,07:00,12:00,07:00,12:00,07:00,12:00,06:00,18:00,06:00,18:00,06:00,18:00
